"","Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Generic Job Title","Professional/ Occupational Group","Payscale Minimum (£)","Payscale Maximum (£)","Number of Posts in FTE"
"839","Ministry of Justice","AGY - HMCTS","CT Greater Manchester Crime Cluster","HMCTS74","SEO","Operational Support.","Operational Delivery","30531","53768",1
"840","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS17","EO","Operation Delivery.Team Leader/Supervisor","Operational Delivery","20755","32600",1
"841","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS2","AO","Administration - General.","Operational Delivery","18514","24519",1
"842","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AA","Administration - General.","Operational Delivery","15511","20195",1
"843","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AA","Operation Delivery.Admin Assistant","Operational Delivery","15511","20195",12.25702
"844","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AA","Operation Delivery.Admin Officer","Operational Delivery","15511","20195",2
"845","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AA","Operation Delivery.Caretaker","Operational Delivery","15511","20195",1.54054
"846","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AA","Operation Delivery.Court Officer","Operational Delivery","15511","20195",1
"847","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AA","Operation Delivery.Court Usher","Operational Delivery","15511","20195",19.32162
"848","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AA","Operation Delivery.Enforcement","Operational Delivery","15511","20195",1
"849","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AA","Operation Delivery.Scheduled Usher","Operational Delivery","15511","20195",1.5
"850","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AA","Operation Delivery.Usher","Operational Delivery","15511","20195",15.83137
"851","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AA","Other.Court Usher","Operational Delivery","15511","20195",3.21081
"852","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AA","Other.Usher","Operational Delivery","15511","20195",7.81081
"853","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Administration - General.","Operational Delivery","18514","24519",6.86486
"854","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Law.Admin Officer","Operational Delivery","18514","24519",1.64865
"855","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Law.Bailiff","Operational Delivery","18514","24519",2
"856","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Law.Court Admin","Operational Delivery","18514","24519",1
"857","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Operation Delivery.Admin Assistant","Operational Delivery","18514","24519",3.02783
"858","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Operation Delivery.Admin Officer","Operational Delivery","18514","24519",111.29162
"859","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Operation Delivery.Bailiff","Operational Delivery","18514","24519",9.44865
"860","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Operation Delivery.Business Manager","Operational Delivery","18514","24519",1
"861","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Operation Delivery.Case Progression Officer","Operational Delivery","18514","24519",5.27028
"862","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Operation Delivery.Court Admin","Operational Delivery","18514","24519",10.32432
"863","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Operation Delivery.Court Usher","Operational Delivery","18514","24519",2
"864","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Operation Delivery.Secretary","Operational Delivery","18514","24519",1.03729
"865","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Operation Delivery.Team Leader/Supervisor","Operational Delivery","18514","24519",1
"866","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Operational Support.","Operational Delivery","18514","24519",2
"867","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Other.Admin Assistant","Operational Delivery","18514","24519",1
"868","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Other.Admin Officer","Operational Delivery","18514","24519",5.2973
"869","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Other.Bailiff","Operational Delivery","18514","24519",2
"870","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","AO","Other.Court Admin","Operational Delivery","18514","24519",0.39189
"871","Ministry of Justice","AGY - HMCTS","CT Hampshire, Wiltshire, IOW Cluster","HMCTS36","EO","Law.Business Manager","Operational Delivery","20755","32600",1
