"","Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Generic Job Title","Professional/ Occupational Group","Payscale Minimum (£)","Payscale Maximum (£)","Number of Posts in FTE"
"8443","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AA","SSO.OSG Driver : Stores Warehouse RIDS","Operational Delivery","16005","25414",4.5
"8444","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AA","SSO.OSG General","Operational Delivery","16005","25414",61.95027
"8445","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","Administration - General.","Operational Delivery","18499","31874",1
"8446","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","BA.Activity Hub","Operational Delivery","18499","31874",7.35135
"8447","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","BA.BA","Operational Delivery","18499","31874",1.81081
"8448","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","BA.Business Hub","Operational Delivery","18499","31874",17.60135
"8449","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","BA.Management Coordinator","Operational Delivery","18499","31874",1
"8450","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","BA.Offender Management Hub","Operational Delivery","18499","31874",5.5
"8451","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","BA.People Hub","Operational Delivery","18499","31874",5
"8452","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","BA.Safe Decent and Secure","Operational Delivery","18499","31874",1
"8453","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","BA.Safer Custody","Operational Delivery","18499","31874",0.5
"8454","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","BA.Security Intelligence Collator","Operational Delivery","18499","31874",2
"8455","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","HYB.BA Security Intel Collator and Safe Decent Secure","Operational Delivery","18499","31874",1
"8456","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","PO.Dedicated Search Team","Operational Delivery","18499","31874",6.39744
"8457","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","PO.Detail","Operational Delivery","18499","31874",0.5
"8458","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","PO.Mandatory Drug Test","Operational Delivery","18499","31874",4.5
"8459","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","PO.Operations and Security","Operational Delivery","18499","31874",14.25
"8460","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","PO.Residential Therapeutic Communities","Operational Delivery","18499","31874",49.32051
"8461","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","PO.Safe Decent and Secure","Operational Delivery","18499","31874",340.80473
"8462","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","SD.Catering","Operational Delivery","18499","31874",4.12162
"8463","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","AO","SO.Safe Decent and Secure","Operational Delivery","18499","31874",1
"8464","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","BAS.Access to Justice IT Security Controller","Operational Delivery","23501","36839",0.99135
"8465","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","BAS.Intelligence Analyst","Intelligence Analysis","23501","36839",8
"8466","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","PO.Safe Decent and Secure","Operational Delivery","23501","36839",2
"8467","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","POS.Catering","Operational Delivery","23501","36839",5
"8468","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","POS.Offender Supervisor","Operational Delivery","23501","36839",1
"8469","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","POS.Patrol Dog Handler","Operational Delivery","23501","36839",14.53985
"8470","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","POS.PEI","Operational Delivery","23501","36839",13
"8471","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","POS.Programme Facilitator","Operational Delivery","23501","36839",1
"8472","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","POS.Search Dog Handler","Operational Delivery","23501","36839",5
"8473","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","POS.Security Intelligence Analyst","Intelligence Analysis","23501","36839",1
"8474","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","SO.Operations","Operational Delivery","23501","36839",8
"8475","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","SO.PEI","Operational Delivery","23501","36839",1
"8476","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","SO.Residential Therapeutic Communities","Operational Delivery","23501","36839",1.41026
"8477","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","SO.Safe Decent and Secure","Operational Delivery","23501","36839",40
"8478","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","SPI.Commercial Horticultural","Operational Delivery","23501","36839",2
"8479","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","SPI.Textiles Garment Manufacture","Operational Delivery","23501","36839",4
"8480","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","SPI.Waste Environmental","Operational Delivery","23501","36839",1
"8481","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","SPI.Woodwork Wood Assembly Joiner","Operational Delivery","23501","36839",5
"8482","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","SPI.Woodwork Wood Finisher Sprayer","Operational Delivery","23501","36839",2
"8483","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","SPI.Woodwork Wood Machinist","Operational Delivery","23501","36839",4.52703
"8484","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","EO","VI.PICTA","Operational Delivery","23501","36839",2
"8485","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","Grade 6","GC.Governor Complex","Operational Delivery","57373","95750",0.51351
"8486","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","Grade 7","DGC.Deputy Governor","Operational Delivery","52120","77807",1
"8487","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","AUM.Industries","Operational Delivery","26438","45637",1
"8488","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","AUM.Learning Skills and Employment","Operational Delivery","26438","45637",1
"8489","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","C.Anglican ORD Priest","Operational Delivery","26438","45637",1
"8490","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","C.Free Church ORD","Operational Delivery","26438","45637",0.67568
"8491","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","C.GENERICProgramme Manager","Operational Delivery","26438","45637",0.47436
"8492","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","C.Muslim","Operational Delivery","26438","45637",2
"8493","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","C.Roman Catholic ORD Deacon Religious Brother Sister Lay","Operational Delivery","26438","45637",1
"8494","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","C.Roman Catholic ORD Priest","Operational Delivery","26438","45637",0.64865
"8495","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","Chaplaincy.","Operational Delivery","26438","45637",0.59459
"8496","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","CM.Dog Section","Operational Delivery","26438","45637",1
"8497","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","CM.Operations","Operational Delivery","26438","45637",1
"8498","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","CM.People","Operational Delivery","26438","45637",1
"8499","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","CM.Safe Decent and Secure","Operational Delivery","26438","45637",22.63515
"8500","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","CM.Safer Custody","Operational Delivery","26438","45637",1
"8501","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","CM.Security","Operational Delivery","26438","45637",2
"8502","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","FSM.RID Store","Operational Delivery","26438","45637",1
"8503","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","FSUM.Catering","Operational Delivery","26438","45637",1
"8504","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","HM.Business","Operational Delivery","26438","45637",2
"8505","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","HM.Offender Management","Operational Delivery","26438","45637",1
"8506","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","HQAS5.PSP High Security Intelligence Analyst","Intelligence Analysis","26438","45637",1
"8507","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","HEO","HYB.CM Security CM Operations","Operational Delivery","26438","45637",1
"8508","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","SEO","HoFC.Public Protection","Operational Delivery","34897","61763",1
"8509","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","SEO","HoFC.Residence and Services","Operational Delivery","34897","61763",1
"8510","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","SEO","HoFCS.Corporate Services","Operational Delivery","34897","61763",4
"8511","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","SEO","HoFS.Safer Prisons Equality and Admissions","Operational Delivery","34897","61763",1
"8512","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","SEO","HoFSC.Corruption prevention and Counter Terrorism","Operational Delivery","34897","61763",1
"8513","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","SEO","HoFSC.Operations","Operational Delivery","34897","61763",2.54054
"8514","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","SEO","HoFSC.Operations IRC","Operational Delivery","34897","61763",1
"8515","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS32","SEO","SC.Managing Chaplain","Operational Delivery","34897","61763",1
"8516","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS38","EO","POS.PEI","Operational Delivery","23501","36839",1
"8517","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS55","AO","BA.Activity Hub","Operational Delivery","18499","31874",0.86486
"8518","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS55","AO","BA.Programmes","Operational Delivery","18499","31874",1
"8519","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS55","AO","PO.Safe Decent and Secure","Operational Delivery","18499","31874",1
"8520","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS55","EO","F.Interventions","Psychology","23501","36839",8
"8521","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS55","EO","POS.Programme Facilitator","Operational Delivery","23501","36839",2
"8522","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS55","EO","SO.Safe Decent and Secure","Operational Delivery","23501","36839",1
"8523","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS55","HEO","AUM.Progression Special Units","Operational Delivery","26438","45637",1
"8524","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS55","HEO","PM.Programmes","Operational Delivery","26438","45637",0.5
"8525","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS55","SEO","HoFSC.Safer Prisons and Equality","Operational Delivery","34897","61763",1
"8526","Ministry of Justice","Her Majesty's Prison and Probation Service","Frankland","HMPPS55","SEO","SRP.PSP PD Pathway Strategy Manager","Psychology","34897","61763",1
"8527","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AA",NA,"Operational Delivery","16005","25414",1
"8528","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AA","BA.Safe Decent and Secure","Operational Delivery","16005","25414",1
"8529","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AA","SSA.Business Hub","Operational Delivery","16005","25414",1
"8530","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AA","SSA.Visits Booking","Operational Delivery","16005","25414",1
"8531","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AA","SSF.Stores Warehouse RIDS","Operational Delivery","16005","25414",1
"8532","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AA","SSO.Operational Support Grade General","Operational Delivery","16005","25414",67.79733
"8533","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AA","SSO.Operational Support Grade Nights","Operational Delivery","16005","25414",1
"8534","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AA","SSO.OSG General","Operational Delivery","16005","25414",9.5
"8535","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AA","Support Services.","Operational Delivery","16005","25414",0.5
"8536","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","BA.Activity Hub","Operational Delivery","18499","31874",2
"8537","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","BA.BA","Operational Delivery","18499","31874",4
"8538","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","BA.Business Hub","Operational Delivery","18499","31874",6.25
"8539","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","BA.Equality","Operational Delivery","18499","31874",1
"8540","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","BA.Offender Management Hub","Operational Delivery","18499","31874",5.78379
"8541","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","BA.People Hub","Operational Delivery","18499","31874",6.5
"8542","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","BA.Security Intelligence Collator","Operational Delivery","18499","31874",1
"8543","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","HQAS4.HS Response Team","Operational Delivery","18499","31874",1
"8544","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","HYB.PO Safe Decent Secure and Foreign Nat Pris","Operational Delivery","18499","31874",1
"8545","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","HYB.PO Safe Decent Secure and Operations Security","Operational Delivery","18499","31874",0.5
"8546","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","PI.Enterprises Services","Operational Delivery","18499","31874",2
"8547","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","PO.Dedicated Search Team","Operational Delivery","18499","31874",6
"8548","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","PO.Detail","Operational Delivery","18499","31874",1
"8549","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","PO.Residential Therapeutic Communities","Operational Delivery","18499","31874",23
"8550","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","PO.Safe Decent and Secure","Operational Delivery","18499","31874",286.00872
"8551","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","PO.Safe Decent and Secure YP","Operational Delivery","18499","31874",1
"8552","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","PO.Special Secure Unit","Operational Delivery","18499","31874",1
"8553","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","SD.Catering","Operational Delivery","18499","31874",5
"8554","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","AO","SO.Safe Decent and Secure","Operational Delivery","18499","31874",1
"8555","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","BAS.BAS","Operational Delivery","23501","36839",1
"8556","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","BAS.Intelligence Analyst","Intelligence Analysis","23501","36839",6.48649
"8557","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","PO.Safe Decent and Secure","Operational Delivery","23501","36839",1
"8558","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","POS.Catering","Operational Delivery","23501","36839",4
"8559","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","POS.Patrol Dog Handler","Operational Delivery","23501","36839",16
"8560","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","POS.Search Dog Handler","Operational Delivery","23501","36839",4
"8561","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","POS.Security Intelligence Analyst","Intelligence Analysis","23501","36839",4.5
"8562","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","SO.Operations","Operational Delivery","23501","36839",5
"8563","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","SO.Regime","Operational Delivery","23501","36839",1
"8564","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","SO.Safe Decent and Secure","Operational Delivery","23501","36839",33.52703
"8565","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","SPI.Amenities and Conservation","Operational Delivery","23501","36839",1
"8566","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","SPI.Braille","Operational Delivery","23501","36839",2
"8567","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","SPI.Cycle Repair","Operational Delivery","23501","36839",1
"8568","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","SPI.Manufacturing Promotions","Operational Delivery","23501","36839",3
"8569","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","SPI.Textiles Garment Manufacture","Operational Delivery","23501","36839",4
"8570","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","SPI.Waste Environmental","Operational Delivery","23501","36839",2
"8571","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","EO","VI.PICTA","Operational Delivery","23501","36839",1
"8572","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","AUM.Industries","Operational Delivery","26438","45637",1
"8573","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","AUM.Learning Skills and Employment","Operational Delivery","26438","45637",1
"8574","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","C.Anglican ORD Priest","Operational Delivery","26438","45637",1
"8575","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","C.Free Church ORD","Operational Delivery","26438","45637",0.10811
"8576","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","C.Muslim","Operational Delivery","26438","45637",2
"8577","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","C.Roman Catholic ORD Deacon Religious Brother Sister Lay","Operational Delivery","26438","45637",1
"8578","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","CM.Activities","Operational Delivery","26438","45637",0.52703
"8579","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","CM.Corruption Prevention","Operational Delivery","26438","45637",1
"8580","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","CM.Dedicated Search Team","Operational Delivery","26438","45637",1
"8581","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","CM.Dog Section","Operational Delivery","26438","45637",1
"8582","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","CM.Offender Management Unit","Operational Delivery","26438","45637",1
"8583","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","CM.Operations","Operational Delivery","26438","45637",2
"8584","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","CM.People","Operational Delivery","26438","45637",1
"8585","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","CM.Programmes","Operational Delivery","26438","45637",0.52703
"8586","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","CM.Safe Decent and Secure","Operational Delivery","26438","45637",15.52703
"8587","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","FSM.Land Based Activities Enterprise","Operational Delivery","26438","45637",1
"8588","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","FSUM.Catering","Operational Delivery","26438","45637",1
"8589","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","HM.Activities","Operational Delivery","26438","45637",1
"8590","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","HM.Business","Operational Delivery","26438","45637",1
"8591","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","HM.People","Operational Delivery","26438","45637",3
"8592","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","HEO","HYB.CM Programmes CM Safe Decent Secure","Operational Delivery","26438","45637",1
"8593","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","SEO","HoFC.Reducing Reoffending","Operational Delivery","34897","61763",2
"8594","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","SEO","HoFC.Residence and Safety","Operational Delivery","34897","61763",1
"8595","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","SEO","HoFC.Security and Intelligence","Operational Delivery","34897","61763",1
"8596","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","SEO","HoFCS.PSP Head of Business Assurance","Operational Delivery","34897","61763",1
"8597","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","SEO","HoFS.Security and Intelligence","Operational Delivery","34897","61763",1
"8598","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","SEO","HoFS.Special Units","Operational Delivery","34897","61763",1
"8599","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","SEO","HoFSC.Offender Management","Operational Delivery","34897","61763",1
"8600","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","SEO","HoFSC.Operations","Operational Delivery","34897","61763",2
"8601","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","SEO","HoFSC.Operations IRC","Operational Delivery","34897","61763",1
"8602","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS24","SEO","SC.Managing Chaplain","Operational Delivery","34897","61763",1
"8603","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS32","HEO","CM.Corruption Prevention","Operational Delivery","26438","45637",1
"8604","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS32","HEO","CM.Security","Operational Delivery","26438","45637",1
"8605","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS38","EO","POS.PEI","Operational Delivery","23501","36839",1
"8606","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS38","EO","SO.Safe Decent and Secure","Operational Delivery","23501","36839",1
"8607","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS44","SEO","SC.Managing Chaplain","Operational Delivery","34897","61763",1
"8608","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS55","AO","BA.Business Hub","Operational Delivery","18499","31874",0.5
"8609","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS55","AO","BA.Programmes","Operational Delivery","18499","31874",0.44048
"8610","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS55","EO","F.Interventions","Psychology","23501","36839",5
"8611","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS55","EO","POS.Programme Facilitator","Operational Delivery","23501","36839",1
"8612","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS55","HEO","PM.Programmes","Operational Delivery","26438","45637",1
"8613","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS55","HEO","TM.Attitudes Thinking Behaviour","Psychology","26438","45637",1
"8614","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS62","AO","BA.Activity Hub","Operational Delivery","18499","31874",1
"8615","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS62","AO","PO.Safe Decent and Secure","Operational Delivery","18499","31874",1
"8616","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS62","EO","POS.PEI","Operational Delivery","23501","36839",9.02703
"8617","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS62","HEO","CM.CM","Operational Delivery","26438","45637",0.52703
"8618","Ministry of Justice","Her Majesty's Prison and Probation Service","Full Sutton","HMPPS62","SEO","HoFC.Residence and Services","Operational Delivery","34897","61763",1
"8619","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth",NA,"EO","SO.Safe Decent and Secure","Operational Delivery","23501","36839",1
"8620","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS30","Grade 6","GC.Governor Complex","Operational Delivery","57373","95750",1
"8621","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AA","BA.Business Hub","Operational Delivery","16005","25414",1
"8622","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AA","HYB.SSA Business Hub and Visits Booking","Operational Delivery","16005","25414",1
"8623","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AA","SSF.Stores Warehouse RIDS","Operational Delivery","16005","25414",1
"8624","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AA","SSF.Waste Environmental","Operational Delivery","16005","25414",2
"8625","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AA","SSO.Operational Support Grade General","Operational Delivery","16005","25414",22
"8626","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AA","SSO.Operational Support Grade Nights","Operational Delivery","16005","25414",2
"8627","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AA","SSO.OSG General","Operational Delivery","16005","25414",19
